date,spent,recevied
2018-06-27,3321.68,3090.88
2021-03-02,565.29,2450.28
2021-07-21,840.47,2605.21
2023-11-27,1487.55,4214.34
2018-03-15,2819.76,2469.13
2017-01-14,1827.47,716.03
2016-08-12,3265.43,675.87
2017-09-24,3558.27,165.72
2024-05-03,,3363.31
2023-06-06,,3582.98
2017-11-28,1205.97,4107.44
2023-01-02,,794.08
2020-10-15,2595.95,
2016-11-23,3456.72,2920.73
2021-08-18,1709.72,760.59
2017-02-12,76.72,3248.37
2016-02-17,2959.44,
2021-04-10,2932.7,1248.25
2023-11-28,2169.04,4750.66
2024-05-26,3334.11,1019.62
2021-08-24,587.71,1973.84
2017-04-14,3113.81,2200.35
2017-08-31,1194.44,56.98
2017-04-13,3511.14,3511.35
2024-06-26,,219.3
2020-12-20,,3958.78
2018-10-10,,3669.8
2024-04-25,1628.21,1671.83
2024-08-31,2874.23,953.03
2018-11-14,1243.49,1332.36
2018-12-02,814.68,3823.94
2019-12-03,1472.03,1008.4
2017-12-03,42.16,673.48
2020-08-12,2179.07,1528.87
2017-09-14,3986.91,197.04
2021-03-26,3780.13,607.99
2018-04-10,1631.83,1034.49
2016-11-28,257.05,720.77
2022-01-24,2132.09,4044.47
2023-06-12,3309.03,
2016-07-03,664.13,3056.05
2017-08-02,2394.89,4642.58
2018-08-26,3380.34,574.49
2017-03-14,3409.22,1824.66
2022-02-05,3285.18,3342.79
2017-02-18,3707.83,795.03
2016-12-25,,3306.71
2021-04-04,3204.35,3302.11
2024-08-13,1894.4,3984.38
2019-11-06,3572.05,1641.19
2023-04-23,,4979.54
2018-05-06,2283.83,2223.86
2020-09-10,2593.51,2443.19
2018-10-05,3098.09,1368.91
2020-06-09,2043.76,1112.22
2018-09-21,34.76,
2016-08-31,2631.32,1534.32
2018-12-26,802.32,1324.43
2016-05-03,2430.14,3307.78
2021-11-29,254.82,827.82
2020-02-28,995.43,1303.02
2017-01-09,3402.66,944.93
2023-10-29,160.78,4630.89
2024-09-23,1501.67,1771.37
2016-05-20,2178.52,3826.73
2022-07-05,3663.69,3575.48
2018-04-17,,1114.21
2021-09-18,2644.66,1798.59
2023-12-23,3411.81,4078.01
2024-04-28,2445.01,575.97
2019-12-12,1631.69,2770.55
2024-08-28,2525.17,4458.89
2019-02-13,2275.52,835.12
2022-05-21,2108.38,829.59
2019-01-25,1102.34,2004.14
2020-09-30,1672.44,1416.66
2018-11-14,939.97,2344.17
2017-12-14,486.9,1014.51
2024-02-23,,2114.48
2022-04-02,,2956.85
2020-05-04,3607.38,1507.26
2021-08-11,3402.36,4154.21
2024-08-08,1775.67,2893.86
2022-10-14,378.16,1783.58
2022-04-23,1788.14,363.98
2019-06-14,3615.06,4154.72
2017-11-03,3708.73,4272.9
2024-07-29,3631.3,596.45
2022-06-01,,91.2
2020-03-05,287.68,1860.86
2024-11-27,2592.7,4102.62
2022-10-30,1168.36,2463.7
2017-10-11,149.67,839.54
2021-01-18,,583.98
2022-03-26,3284.38,2996.82
2018-04-23,1985.32,4153.62
2020-11-12,3720.12,3584.86
2020-09-23,2864.21,2841.98
2022-03-26,1305.12,4955.6
2017-07-08,,2857.76
2019-03-19,512.47,1069.4
2017-06-07,1273.51,4339.8
2023-09-18,161.81,352.91
2020-02-19,3539.27,4396.0
2017-03-11,2179.41,266.39
2023-04-25,,3311.38
2016-09-14,1805.09,
2017-08-28,3879.9,964.03
2019-10-12,2618.74,1277.77
2021-11-03,3360.85,150.28
2019-05-21,2243.7,1709.89
2017-07-10,2806.92,1410.36
2021-10-15,114.61,204.87
2016-12-02,834.53,754.72
2016-12-01,3398.98,2011.86
2023-04-07,3506.42,776.71
2023-11-24,2334.81,1110.8
2018-10-08,695.83,633.59
2021-12-07,1000.23,4093.44
2017-12-03,,1698.0
2022-05-18,3849.11,1277.05
2016-03-04,493.98,849.79
2019-12-22,1182.06,2184.21
2023-06-26,2773.85,3889.46
2021-05-17,3509.59,3492.79
2022-04-07,191.98,3133.82
2018-10-02,1051.51,890.4
2019-04-05,1838.62,4720.62
2017-07-17,3149.17,3582.69
2022-03-06,2538.05,4147.37
2022-04-19,,3007.97
2024-03-31,,121.06
2018-07-19,1499.22,4699.31
2020-03-01,479.81,3065.09
2023-12-28,1435.45,
2022-10-18,2663.48,1102.06
2023-05-06,1770.21,2153.14
2021-02-24,1727.39,1819.9
2018-02-12,823.95,3456.58
2018-08-20,1077.25,1000.08
2021-04-07,,1749.46
2021-12-17,2356.65,1209.18
2022-01-24,1803.8,2156.67
2023-01-31,3857.51,3984.8
2022-09-14,691.63,2028.81
2016-05-26,1541.06,4662.7
2017-11-10,3802.83,752.93
2018-07-16,,2207.97
2024-04-06,751.17,3179.96
2024-06-10,2921.33,824.89
2024-08-24,790.5,3448.73
2017-08-15,3631.81,269.46
2020-07-18,3987.42,4593.17
2016-05-16,1572.2,4120.24
2019-08-21,2411.47,4428.25
2020-04-29,1918.25,1599.31
2019-03-12,2681.12,538.82
2021-06-16,3616.84,3907.54
2018-02-05,291.12,2186.24
2018-04-16,3703.05,1844.7
2023-07-08,495.11,
2022-10-01,559.0,705.08
2022-03-30,1538.74,4009.45
2023-11-26,,4661.03
2022-07-03,589.85,2452.86
2017-11-09,2350.02,2952.24
2020-07-26,1755.35,2110.8
2020-03-30,3760.85,
2023-01-05,1121.23,2721.38
2018-03-08,3089.93,707.53
2020-10-05,1077.82,893.95
2018-01-17,2547.87,3262.32
2023-04-11,,355.34
2020-05-14,3637.69,398.57
2016-10-17,672.06,3760.06
2017-12-25,,1096.16
2019-02-23,3951.43,498.84
2017-08-22,1866.93,4344.09
2017-12-05,347.32,991.5
2023-04-18,2953.76,1947.51
2020-11-15,1397.95,2239.36
2016-01-03,3537.98,1508.59
2022-03-10,244.05,1703.39
2023-05-04,1731.95,2797.69
2017-04-17,1002.44,2322.9
2018-09-11,458.05,491.27
2017-12-17,3715.85,2746.39
2020-12-28,1413.42,1057.63
2020-09-23,1062.48,3200.21
2022-10-16,1084.81,2172.04
2016-03-17,2781.38,1204.92
2024-01-03,2430.55,4602.46
2021-12-21,454.45,4606.6
2018-06-27,1788.25,1050.9
2018-04-14,2746.6,
2019-04-20,1962.09,1096.24
2016-10-05,2785.19,
2021-08-20,3420.85,
2019-05-02,2632.63,1334.0
2023-06-10,,1202.07
2020-09-22,3419.01,2490.17
2022-04-23,1610.35,1766.63
2020-10-14,176.12,3507.09
2024-06-30,271.28,3392.88
2019-10-24,,1678.07
2022-09-12,2880.18,473.43
2024-08-13,3158.65,3937.49
2020-01-12,3378.93,3723.69
2016-02-28,1450.65,4281.61
2019-11-07,3220.68,2455.6
2023-08-21,2384.12,2532.63
2023-03-23,973.05,4241.9
2016-02-04,3808.54,3523.65
2022-09-01,1577.24,126.59
2017-05-12,2196.01,2391.39
2023-06-30,308.3,397.15
2018-08-25,1775.95,4413.29
2020-10-31,395.28,1883.67
2018-07-24,1506.52,2992.2
2021-11-28,2124.35,3666.9
2016-08-03,,3902.22
2020-12-02,895.72,
2023-06-17,2140.1,64.71
2016-01-14,1872.04,4623.99
2023-02-11,837.49,114.72
2019-05-12,648.61,4457.16
2018-01-03,2476.81,3739.2
2022-07-29,2562.37,336.7
2018-04-05,,4716.32
2021-03-06,2736.53,2256.11
2024-02-22,203.81,966.31
2023-12-03,2637.02,3287.24
2021-10-16,3664.86,1916.36
2023-05-10,2416.94,949.04
2021-08-12,599.27,863.63
2022-02-27,,1000.44
2022-08-28,647.49,4849.89
2022-05-10,2070.34,3732.89
2024-08-03,1585.29,4187.05
2020-09-17,3125.67,2512.86
2024-08-08,3923.34,389.62
2016-01-09,1228.4,2791.29
2019-05-09,2878.54,3870.65
2022-07-05,,794.02
2018-11-06,3397.34,3062.19
2021-12-21,2734.53,4878.83
2024-09-09,2059.53,1519.46
2024-08-07,3232.77,1473.47
2024-07-25,1142.46,2094.95
2020-12-26,3859.28,3695.3
2018-07-11,3200.19,4459.72
2021-04-28,1431.46,4400.17
2018-04-08,3714.47,1571.6
2019-12-06,714.54,2226.44
2019-05-16,,1024.57
2020-10-17,3305.51,294.43
2019-01-30,3506.58,4782.47
2019-08-29,,1072.38
2022-09-21,3276.69,232.03
2021-07-29,3099.67,260.3
2022-08-02,1023.41,2167.54
2019-05-31,2100.56,4454.62
2022-02-11,1717.4,4341.93
2019-11-23,3477.08,2780.28
2021-07-23,3120.81,55.19
2022-04-30,1933.66,3141.26
2017-01-13,,3756.82
2020-09-17,213.62,2289.77
2020-03-02,2910.59,3878.27
2018-03-01,979.82,128.34
2023-06-30,3337.39,2806.5
2024-05-23,3678.31,2342.42
2016-10-27,2683.22,1266.5
2020-03-26,2550.19,2371.68
2021-06-30,495.89,3508.57
2018-11-01,3185.76,4133.66
2023-12-20,,
2023-11-23,3531.31,257.82
2024-11-24,3848.08,4017.9
2018-04-25,834.03,759.43
2020-10-18,3521.87,3325.78
2020-11-17,2398.08,2268.28
2021-05-26,439.52,1479.99
2023-12-16,147.37,3128.71
2017-04-17,1066.3,3561.49
2019-05-09,2997.51,311.0
2019-06-01,1156.07,4750.12
2024-09-26,547.76,4978.48
2018-04-23,773.59,4482.38
2019-10-09,2660.19,1411.92
2017-05-13,,2828.75
2019-01-04,1466.77,4550.3
2023-04-03,3508.67,
2016-03-27,960.58,1327.54
2016-04-20,3524.74,4461.77
2018-06-22,582.41,
2020-12-18,3960.62,3826.44
2023-02-28,3036.51,1883.22
2023-11-12,2709.77,
2017-07-16,3036.07,159.02
2021-01-06,1758.31,3094.86
2023-03-27,1270.73,1516.67
2018-09-11,1927.53,532.55
2020-05-03,,181.96
2019-06-11,2500.22,1545.4
2016-09-21,1476.98,3867.36
2019-03-06,1387.31,4813.28
2024-11-12,307.98,548.92
2019-09-06,594.21,1493.62
2022-09-01,1363.39,4058.22
2022-11-28,2238.42,3753.09
2019-06-27,2570.1,2745.88
2016-06-26,1032.79,2552.47
2019-08-18,610.57,3637.0
2018-03-31,,224.63
2018-01-22,,1739.85
2022-12-18,729.74,1188.05
2017-11-02,954.91,4030.23
2023-07-22,2528.82,172.35
2021-12-16,,963.49
2021-01-05,3253.24,1349.6
2017-06-14,3953.06,202.7
2024-10-21,,
2022-05-04,424.64,4516.84
2020-11-19,,1947.86
2018-10-30,1615.21,2793.79
2020-07-10,1680.86,3383.19
2020-04-25,2800.86,2856.12
2017-01-18,788.92,256.65
2020-06-14,,2307.85
2017-06-24,2516.32,1291.14
2018-05-20,2043.48,3364.3
2018-02-10,,3147.81
2020-11-21,,
2020-12-19,,1534.61
2024-01-07,150.29,410.28
2016-09-03,1084.77,356.09
2019-05-16,1047.11,842.9
2021-05-22,1095.06,3109.38
2018-03-18,2722.97,1296.38
2019-07-22,3184.74,3681.91
2023-07-31,1787.35,3769.09
2020-09-08,3256.32,3943.25
2016-10-30,,689.69
2019-02-09,2026.37,1082.95
2019-05-13,746.04,2366.59
2021-11-01,3361.36,3675.75
2024-11-12,3171.93,4276.89
2016-03-18,1363.37,4110.99
2021-04-11,1244.96,1951.86
2018-10-18,1888.86,3859.08
2024-08-28,2317.45,1770.46
2017-12-13,508.52,737.61
2017-02-02,3991.96,3746.17
2024-07-03,3383.37,3839.88
2023-03-24,1566.92,367.64
2016-03-05,2412.5,3953.97
2016-10-14,3304.13,2669.7
2016-06-18,2419.05,474.96
2017-11-08,1674.04,3540.24
2022-06-17,3775.37,870.71
2016-09-10,3172.68,1836.49
2024-01-03,1583.95,3041.29
2017-06-18,1543.85,3939.15
2022-12-28,969.86,4835.78
2016-02-01,1975.43,1941.4
2022-05-14,2192.07,744.55
2023-04-21,3784.31,1941.49
2017-04-26,1729.18,2248.94
2022-12-10,2444.74,3529.26
2019-01-12,3643.99,1616.25
2021-12-16,,2370.9
2017-01-20,3768.69,1165.0
2018-08-26,3078.06,3225.63
2016-07-22,3588.71,3131.79
2021-04-23,1611.46,2946.71
2017-04-30,244.35,1081.12
2018-12-15,,3845.09
2024-02-09,66.18,3419.76
2018-08-14,2015.23,3471.04
2023-09-05,1645.43,573.69
2020-11-10,1296.8,1008.75
2019-10-28,3899.58,167.49
2018-07-01,2120.39,4209.93
2023-03-01,1782.48,3635.83
2017-03-14,1367.67,103.85
2017-05-30,,558.5
2021-04-13,85.34,622.64
2018-01-12,985.3,3675.03
2019-05-20,2314.61,1381.24
2023-12-23,141.5,3340.8
2023-10-22,2365.3,4934.44
2022-01-25,2830.58,3104.92
2022-07-04,930.91,3499.53
2023-04-23,1764.85,
2017-09-15,3486.86,3594.67
2018-11-13,3233.94,3173.4
2018-08-05,,2085.02
2023-10-05,1086.87,603.49
2021-11-09,129.56,4458.8
2017-01-10,3391.77,3099.19
2022-03-03,533.44,1865.83
2018-02-19,,3338.02
2018-09-18,742.54,2963.35
2020-05-20,1348.04,3755.91
2020-03-02,2722.69,4546.98
2021-03-10,2802.49,2660.59
2017-09-07,,
2020-09-24,3696.43,3438.39
2022-05-08,3656.0,4152.53
2020-12-03,,807.77
2022-07-30,,2835.8
2021-03-09,2777.8,
2022-06-20,440.04,894.01
2019-01-02,247.47,4278.46
2016-09-02,1773.32,391.93
2018-11-13,1119.61,2056.44
2017-08-31,1391.11,2193.57
2019-10-31,565.24,2731.82
2017-01-10,,2174.28
2019-08-24,2066.78,4523.53
2018-10-28,,843.66
2023-04-14,2974.8,690.45
2019-09-03,1944.99,3632.1
2017-05-02,3370.77,2112.52
2018-01-15,,3517.19
2016-04-27,893.49,3409.08
2019-11-06,3335.31,4362.03
2021-01-27,2833.61,878.25
2018-01-07,1051.1,1201.58
2017-11-08,3664.06,1356.79
2022-02-15,1314.03,
2021-04-30,220.92,3215.78
2023-01-14,502.73,1966.75
2023-01-19,2961.94,3215.84
2019-06-25,2895.47,2038.33
2017-03-27,1462.82,4970.85
2023-06-06,2377.95,1546.04
2020-11-25,1083.77,2997.86
2020-09-19,725.15,1173.06
2024-05-26,3853.79,453.47
2020-01-05,1032.89,812.06
2024-04-14,1493.88,2207.47
2018-08-23,,1039.76
2024-09-05,1845.8,4033.47
2022-05-20,560.99,707.6
2017-09-02,246.76,3629.79
2018-04-16,264.7,1193.22
2016-11-11,1494.45,1330.55
2018-01-06,673.38,541.66
2016-03-26,3303.86,506.49
2023-02-03,460.75,712.66
2016-02-22,2539.81,849.49
2019-01-25,1383.4,3419.47
2024-07-16,2106.63,922.15
2020-05-23,3643.84,1911.72
2017-05-08,333.09,1845.02
2021-12-08,,
2016-02-03,,2902.03
2016-04-05,298.58,
2023-05-04,1987.79,388.88
2018-12-16,3368.79,51.69
2020-01-21,1778.8,273.94
2022-12-27,,792.28
2023-02-15,3623.94,1469.13
2018-02-22,3067.09,2256.86
2023-02-20,3312.86,
2024-02-21,1958.24,2905.09
2018-02-27,757.61,3177.17
2019-08-18,1405.29,2675.26
2016-12-19,,2905.13
2020-10-05,171.88,4657.46
2016-02-20,,4436.89
2024-02-21,3116.0,2167.49
2016-09-30,841.57,608.35
2020-01-25,762.53,1610.65
2023-05-30,,4581.42
2022-02-28,,3768.53
2022-11-20,454.51,4183.8
2023-11-06,,1282.56
2023-07-03,833.96,4470.67
2016-04-06,1381.1,1012.17
2018-03-10,3613.65,2348.15
2021-03-28,3183.82,1059.64
2023-10-18,1105.0,1794.29
2019-10-18,1859.48,464.93
2018-10-05,729.34,4353.41
2020-11-01,1579.44,4282.86
2017-07-22,1327.26,1343.43
2020-01-29,2272.36,638.34
2023-01-30,1006.9,4779.12
2023-10-29,1242.23,888.51
2020-05-23,1159.12,1902.51
2020-04-03,1278.1,2258.91
2018-06-27,105.16,
2023-02-06,1958.36,4293.16
2016-02-01,1045.12,2636.13
2022-01-16,1281.24,656.17
2024-01-26,167.28,2726.46
2016-08-05,2638.72,3564.21
2022-11-20,2816.64,4795.74
2018-09-20,1265.65,3619.12
2019-02-03,1027.82,2382.16
2021-12-10,2901.19,3023.42
2017-09-19,3229.96,2473.25
2017-01-01,83.94,1863.41
2018-12-29,2811.66,2031.51
2022-04-03,1834.73,2034.66
2022-08-17,388.46,100.86
2016-05-30,1882.96,2345.11
2022-08-07,2428.11,4340.77
2017-11-14,2749.13,2883.12
2023-12-08,2645.0,
2019-07-09,1786.78,3992.58
2020-03-30,,1084.74
2021-01-25,2770.69,2721.68
2021-01-21,426.1,2999.27
2017-02-03,697.15,4524.71
2018-01-31,,3018.98
2021-12-26,909.85,4922.27
2022-06-10,2233.24,3062.81
2016-09-10,1761.17,
2018-01-17,608.99,4911.48
2017-09-11,2971.31,1234.94
2024-05-29,2032.45,4765.25
2016-05-09,3187.18,2416.37
2019-06-21,3572.54,1606.81
2016-09-11,3915.88,4159.56
2020-04-12,946.31,685.07
2024-09-24,1126.46,1271.23
2024-12-06,3461.64,4507.27
2023-02-25,,4537.99
2017-11-12,1027.05,3613.79
2021-11-26,777.89,621.7
2019-10-10,1129.45,2271.32
2017-07-25,1111.14,109.55
2024-09-02,2279.47,879.67
2016-02-08,2000.37,4122.44
2021-12-27,766.46,2957.13
2016-11-19,1305.57,3846.36
2016-11-01,1307.15,827.02
2019-10-09,2052.97,597.12
2023-04-26,2320.94,4311.02
2018-12-29,1197.19,405.64
2018-03-22,514.67,3544.9
2022-12-28,3792.53,4113.32
2021-01-28,1923.62,4754.5
2022-03-07,1902.72,556.87
2018-03-23,2334.21,3291.26
2018-05-03,,369.17
2024-06-25,1774.35,4978.84
2016-05-25,1468.51,3758.94
2023-04-28,2809.39,1519.56
2019-10-01,2504.87,347.79
2024-06-02,1524.01,208.62
2018-08-31,1493.66,
2015-12-22,166.64,407.71
2020-11-06,523.03,148.36
2020-06-09,220.16,4582.35
2023-10-30,3307.39,2207.21
2017-12-01,1642.58,3306.78
2024-08-16,518.62,2344.48
2020-06-22,,3946.28
2023-08-26,,2814.49
2023-11-16,3727.41,4052.59
2020-02-29,168.2,1151.37
2024-06-22,3639.84,4607.12
2019-06-19,3654.34,3725.93
2017-03-11,2733.18,4428.55
2017-10-15,3915.95,3109.06
2022-11-10,3944.15,3311.62
2021-06-01,2646.19,4656.26
2023-02-15,671.71,
2016-11-28,1466.7,112.43
2023-07-27,1346.26,2264.97
2020-04-20,518.34,
2024-10-30,,1290.25
2016-04-06,,4887.37
2017-11-25,1821.89,3828.95
2022-06-05,,4653.64
2019-08-07,3547.6,901.96
2016-01-21,3653.97,1542.76
2022-04-05,3669.87,1396.25
2016-02-15,493.18,2163.1
2021-08-08,2897.87,4723.18
2019-02-15,2548.6,3664.34
2019-08-04,773.63,3638.06
2016-06-21,3432.48,1194.16
2020-10-25,248.19,259.21
2020-03-25,539.1,1153.74
2016-07-05,3985.75,3049.55
2018-12-21,2538.69,4506.29
2020-04-30,1153.54,2260.89
2024-11-14,1637.7,292.63
2021-11-27,198.61,1366.85
2016-12-31,,4853.13
2019-06-13,3980.01,320.28
2019-12-14,1982.36,3696.64
2018-01-07,2652.59,3250.74
2021-10-02,3491.74,4055.66
2015-12-24,1137.85,1767.59
2018-07-02,3267.36,2333.71
2017-05-09,2174.51,2456.62
2016-03-11,1522.62,4063.42
2020-06-30,,1576.08
2023-08-07,2494.51,1975.45
2021-12-10,,4237.44
2022-07-07,3772.46,4715.92
2020-02-14,2089.23,
2019-11-10,2544.04,339.03
2023-11-01,429.91,3218.36
2018-06-21,1349.68,4513.24
2022-11-12,361.69,1248.21
2019-05-26,2595.59,842.82
2017-08-20,2315.25,846.78
2020-07-27,3621.25,3491.44
2022-10-18,133.8,2237.7
2022-11-13,3276.87,3923.4
2018-07-19,262.69,4856.48
2019-01-15,1788.47,
2017-01-27,1855.91,929.51
2018-04-24,199.16,4108.25
2020-04-18,2716.47,497.52
2021-10-27,870.72,1215.28
2023-07-21,3068.17,4727.7
2019-03-23,531.64,4278.92
2019-08-19,3436.35,3900.27
2024-10-10,3000.73,1081.34
2019-01-24,1274.0,2704.05
2018-05-30,2834.16,1316.85
2019-09-29,1749.19,724.96
2017-07-11,1907.99,1798.78
2024-05-09,1702.92,1259.73
2020-12-27,272.0,2282.39
2022-03-14,1739.86,143.59
2022-05-06,2672.65,798.5
2023-11-22,3591.13,3162.26
2022-08-26,1064.76,3636.36
2016-10-12,2686.95,1887.58
2020-03-23,3757.5,613.83
2016-03-03,888.79,1441.61
2016-08-18,3587.09,4879.39
2019-03-20,,3075.78
2022-09-04,1315.1,691.37
2020-06-10,2924.62,
2019-01-08,2512.28,4864.83
2022-02-20,,
2016-04-04,1450.91,2875.88
2016-06-07,3413.71,3734.3
2024-09-05,,563.93
2018-10-13,283.02,3100.79
2019-09-17,3200.98,2275.12
2017-04-16,1816.4,349.67
2023-11-22,747.85,243.48
2017-03-06,1487.43,1972.26
2019-10-14,989.87,3202.49
2023-02-16,2684.1,1487.87
2023-04-28,3421.22,3809.49
2017-01-14,798.32,4708.82
2020-02-16,3800.42,4704.39
2021-05-05,1508.48,2991.88
2017-11-30,,2612.88
2019-01-16,1580.26,3139.89
2022-07-22,479.86,261.06
2023-09-19,1711.79,2961.32
2016-12-02,2230.45,3098.94
2021-02-07,1845.31,834.14
2023-09-03,,3943.11
2019-08-01,,1440.25
2021-08-24,2568.52,403.04
2018-05-01,3538.17,3240.64
2019-07-17,3636.42,1302.65
2021-07-20,3316.06,4442.63
2021-11-08,,3870.48
2016-12-12,2013.71,952.12
2022-01-22,3816.04,3378.92
2018-11-12,,4450.86
2018-11-09,2340.4,4972.27
2023-11-21,1925.28,514.32
2024-07-08,3176.44,3961.28
2024-01-29,2495.76,3872.8
2019-06-04,,745.91
2024-07-19,2404.28,2664.66
2015-12-15,1634.54,2667.52
2016-02-21,3721.94,4738.75
2022-05-13,3616.06,781.57
2022-06-12,3459.5,3444.62
2017-04-07,1651.74,3773.83
2024-08-09,2255.69,4644.86
2024-04-02,622.23,717.94
2021-01-30,,1676.63
2023-01-31,2979.98,2321.13
2019-10-28,209.31,
2020-06-29,2769.74,1264.83
2019-05-24,280.89,1443.98
2017-07-17,595.55,3153.93
2024-06-02,2752.53,474.12
2024-11-22,,4774.9
2023-10-21,,4522.69
2022-03-11,2711.54,4152.67
2018-03-27,1337.95,4137.81
2019-02-18,,4450.36
2022-03-23,3348.04,1705.55
2022-07-17,3586.51,4254.15
2022-05-09,1085.44,1297.53
2016-03-03,2994.87,1230.4
2024-02-08,464.61,2640.1
2022-06-10,1982.54,470.82
2022-02-11,1052.65,
2022-08-03,2660.94,2860.38
2018-06-20,1832.63,2092.73
2017-09-10,126.43,3925.65
2022-09-04,887.64,3862.96
2017-10-04,88.96,1278.27
2024-03-18,1602.67,1250.04
2023-12-10,825.97,1134.41
2016-03-23,1212.98,375.58
2017-12-11,,1993.48
2016-04-12,,2924.94
2023-07-05,2504.81,596.96
2018-04-06,2549.03,1371.57
2024-01-17,2983.67,3706.49
2020-12-09,,3464.73
2019-08-27,,4713.86
2020-08-08,1480.2,2176.85
2021-12-21,1235.44,2140.71
2022-05-22,3632.44,2416.1
2024-05-10,2260.22,1504.89
2023-12-16,326.86,3831.17
2019-07-31,,1165.72
2022-11-03,3957.32,2535.33
2022-06-24,,2479.61
2017-10-10,1645.33,4506.5
2023-01-15,2845.92,3645.55
2019-05-20,451.24,4647.64
2023-06-22,1355.88,1389.17
2016-10-31,1770.9,3844.93
2018-02-20,2664.93,4545.37
2023-08-19,922.71,1522.35
2018-10-23,2768.88,844.58
2023-08-27,840.99,4267.91
2019-10-28,1032.33,1498.09
2023-10-29,2283.74,3352.32
2016-09-30,787.49,4329.09
2016-04-07,1976.97,1988.39
2016-05-04,3368.22,1106.04
2019-02-02,1650.66,
2019-10-25,3252.1,485.44
2019-11-03,422.09,1102.86
2021-04-22,1275.22,4532.51
2017-01-15,990.65,4282.41
2022-09-05,1854.03,3060.5
2019-06-15,,3479.99
2024-08-21,3273.08,4430.83
2023-09-26,2907.82,908.2
2017-02-17,1585.71,3988.56
2017-10-26,1410.42,2301.68
2024-12-08,2352.44,1644.57
2018-11-08,2879.0,4410.2
2022-03-02,,2236.71
2020-11-09,3841.1,457.83
2024-08-15,2876.72,2484.73
2023-11-10,1647.09,2360.2
2020-06-16,2450.01,4302.97
2017-03-23,921.06,2926.39
2020-01-03,2077.26,1246.17
2019-03-30,221.55,631.64
2016-03-07,3813.95,978.15
2018-11-22,3230.03,365.38
2019-06-29,119.43,4736.61
2023-08-23,2708.78,4898.84
2020-08-08,2511.93,1858.86
2019-08-12,1885.19,4103.64
2018-05-08,,791.95
2017-10-22,1023.15,4415.38
2023-05-03,919.39,1823.49
2021-12-24,1581.13,4128.11
2019-04-17,3473.81,4653.27
2018-11-16,1463.36,110.64
2017-05-27,1561.03,1082.78
2023-01-03,,4738.08
2016-07-05,1355.51,2634.07
2017-04-08,1387.72,
2022-09-03,579.17,4521.5
2022-07-14,3290.15,1521.22
2018-09-26,,4992.02
2020-02-10,992.79,600.29
2019-12-25,2563.22,3517.89
2021-12-19,2770.76,2874.26
2019-03-26,2485.8,361.21
2016-01-10,2616.15,4052.99
2021-03-29,3216.31,536.63
2024-08-11,2427.92,1790.6
2020-08-25,2559.82,3332.34
2021-04-28,3695.39,1405.34
2022-02-16,1037.34,3373.36
2021-04-25,3268.76,3423.42
2016-10-08,544.51,864.42
2021-08-15,3002.64,1604.88
2021-05-10,2579.13,4240.44
2022-03-19,,
2024-05-18,82.38,3816.9
2016-02-22,1613.17,4296.04
2016-05-17,2393.77,3060.4
2019-02-18,3770.04,1657.49
2017-10-23,1085.95,4570.82
2016-05-11,855.99,3743.98
2023-11-16,2925.77,2615.93
2021-01-13,3558.1,1455.11
2017-03-21,2332.79,2596.71
2024-08-06,2231.62,4071.23
2016-04-25,3649.0,1541.19
2017-11-02,,4283.27
2017-05-13,560.64,255.27
2020-09-02,3648.85,3049.37
2021-03-11,1752.55,2694.07
2020-02-29,1643.17,1981.9
2020-06-06,992.62,2069.07
2016-08-13,776.5,921.56
2020-03-20,731.99,3404.29
2019-06-30,1472.27,
2016-05-17,2523.23,3253.54
2018-12-15,2750.27,1416.49
2022-01-03,1844.5,2426.31
2017-11-11,3861.48,3610.45
2022-02-10,2902.46,1330.2
2019-09-24,,4768.67
2020-09-16,2890.96,2364.93
2018-10-13,1491.15,667.05
2024-12-09,1805.57,2128.08
2020-09-18,1317.98,753.84
2018-09-05,45.36,2524.77
2017-02-11,366.39,954.25
2020-10-28,2638.48,3125.81
2023-03-04,2318.28,108.51
2022-09-01,2657.2,2341.51
2018-05-29,,3893.28
2020-04-07,1726.13,2296.68
2017-04-21,1581.36,1156.7
2018-05-01,2509.5,265.92
2020-11-30,1030.69,4418.95
2016-01-21,3634.66,435.28
2018-09-13,1937.8,4883.44
2020-02-14,3202.93,1451.84
2024-01-06,2994.33,4562.38
2023-05-11,3894.36,552.97
2020-05-05,2569.3,781.78
2024-10-16,,4489.8
2022-06-03,3215.11,3375.38
2023-07-11,1662.54,4757.0
2023-07-24,2522.4,
2019-03-02,3990.5,2975.82
2021-01-10,2806.64,3777.64
2016-09-12,1141.33,4122.67
2017-02-03,3295.11,2004.04
2023-06-15,1870.12,2443.13
2023-07-30,3287.08,898.05
2018-03-02,496.25,2641.8
2024-11-13,3465.51,512.21
2020-12-13,666.78,4741.57
2021-11-04,,1147.87
2021-01-16,2801.17,3778.72
2019-10-10,,127.7
2020-03-04,3097.23,4826.51
2023-10-29,285.82,1994.49
2018-10-01,2305.43,993.17
2020-03-08,272.45,1835.64
2024-08-23,125.5,1020.25
2024-04-14,970.53,2552.94
2024-08-17,2741.34,472.57
2023-04-04,289.8,2657.03
2019-09-06,2575.8,1908.42
2023-12-13,853.43,3144.3
2016-07-20,2706.93,4706.18
2021-09-05,3574.85,1330.88
2016-10-05,1457.55,3144.27
2020-06-10,2227.22,3086.42
2016-04-04,2721.67,3238.99
2016-01-15,3192.24,3002.12
